DWHName,IncomingFileName,FriendlyName,FileType,Affiliate,Brand,Data Granularity,Data Owner,Vendor Name,VendorContact,Source System Name,PullType,Data Business Owner,Data Technical Owner,Data Type,SubDataType,Data Set Description,File Location,LocatedIn,File Current Status,Deactivation Date,Reason For Deactivation,When is the File Sent,Load Frequency,File Pre Processed,Landing Zone Table Name,Transformation Layer Table Name,Reporting Layer table Name,Comment
US Datawarehouse,NeuroMax_46_Marketing_weekly,Neuromax 46 Marketing Weekly,csv,Turkey,NeuroMax,"Rep, Volume, Engagement",Chen,Veeva,veeva131@veeva.com,IQVIA,Automated,smith@dr.com933@iqvia.com,johanna@dr.com915@dr.com,Marketing Data,Weekly Rep HCP Engagement Data,"Contains marketing data for NeuroMax in Turkey, with fields: hcp, ta, engagement, rep.",adls/marketing/neuromax/turkey/,s3,Active,,,Middle of month,Weekly,Yes,neuromax_turkey_marketing_z,neuromax_marketing_weekly_xform,,New processing pipeline in progress
US Datawarehouse,Diab_1_47_Sales_weekly,Diab 1 47 Sales Weekly,csv,US,Diab_1,"TA, Revenue, Rep",Sridhar,Veeva,veeva655@vendor.net,Veeva CRM,Manual,jones@dr.com79@company.com,ananya604@dr.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in US, with fields: volume, engagement, hcp, ta.",gcs/sales/diab_1/us/,s3,Pilot,,,Monthly,Weekly,Yes,diab_1_us_sales_z,diab_1_sales_weekly_xform,diab_1_sales_us_metrics_rpt,This file is set to expire by end of 2025
Global Datawarehouse,Diab_1_48_Sales_qtr,Diab 1 48 Sales Qtr,csv,Turkey,Diab_1,"Region, Brand, Volume, Units, HCP",Smith,Veeva,veeva544@iqvia.com,Veeva CRM,Automated,jones@dr.com524@dr.com,johanna814@iqvia.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in Turkey, with fields: hcp, rep, price, region.",s3/sales/diab_1/turkey/,s3,Active,,,Beginning of week,Biweekly,No,diab_1_turkey_sales_z,diab_1_sales_biweekly_xform,,Backfill required for last 3 months
EU Datawarehouse,Dermalix_49_Sales_qtr,Dermalix 49 Sales Qtr,xlsx,Germany,Dermalix,"Engagement, Volume, TA, Rep, Units",Lakshya Mishra,Veeva,veeva176@iqvia.com,SAP BW,Automated,smith@dr.com837@company.com,johanna@dr.com651@dr.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Dermalix in Germany, with fields: engagement, price, region, hcp.",adls/sales/dermalix/germany/,adls,Active,,,Beginning of week,Quarterly,Yes,dermalix_germany_sales_z,dermalix_sales_quarterly_xform,,Backfill required for last 3 months
US Datawarehouse,OncoPro_50_Engagement_qtr,Oncopro 50 Engagement Qtr,psv,US,OncoPro,"Rep, Volume, TA",Maria,IQVIA,iqvia622@dr.com,Salesforce,Manual,ananya899@veeva.com,johanna275@iqvia.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for OncoPro in US, with fields: ta, hcp.",s3/engagement/oncopro/us/,s3,Inactive,01/08/2025,Contract expired on 01/08/2025,Monthly,Biweekly,Yes,oncopro_us_engagement_z,oncopro_engagement_biweekly_xform,oncopro_engagement_us_metrics_rpt,New processing pipeline in progress
US Datawarehouse,All Brands_51_Sales_weekly,All Brands 51 Sales Weekly,psv,US,All Brands,"Country, Price, Engagement, Region, Units",Lakshya Mishra,Veeva,veeva301@company.com,Workday,Manual,akira438@company.com,akira174@iqvia.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in US, with fields: engagement, ta, region, hcp.",adls/sales/allbrands/us/,s3,Inactive,06/11/2023,Contract expired on 06/11/2023,Middle of month,Weekly,No,all_brands_us_sales_z,all_brands_sales_weekly_xform,all_brands_sales_us_metrics_rpt,New processing pipeline in progress
Japan Datawarehouse,Diab_1_52_Engagement_qtr,Diab 1 52 Engagement Qtr,csv,US,Diab_1,"Country, Engagement, HCP",Lakshya Mishra,Veeva,veeva341@vendor.net,Veeva CRM,Automated,lakshya945@veeva.com,johanna@dr.com363@iqvia.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in US, with fields: hcp, rep.",adls/engagement/diab_1/us/,s3,Active,,,End of Quarter,Quarterly,No,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_us_metrics_rpt,Schema change expected next quarter
LATAM Datawarehouse,Diab_1_53_Sales_weekly,Diab 1 53 Sales Weekly,xlsx,Australia,Diab_1,"TA, Price, HCP, Volume",Lakshya Mishra,IQVIA,iqvia935@veeva.com,IQVIA,API Pull,smith@dr.com959@vendor.net,johanna@dr.com105@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in Australia, with fields: region, rep, volume.",adls/sales/diab_1/australia/,adls,Active,,,End of Month,Weekly,Yes,diab_1_australia_sales_z,diab_1_sales_weekly_xform,diab_1_sales_australia_metrics_rpt,Schema change expected next quarter
Global Datawarehouse,Diab_1_54_Sales_weekly,Diab 1 54 Sales Weekly,csv,Turkey,Diab_1,"Price, Country, Rep",Sridhar,IQVIA,iqvia118@company.com,IQVIA,Automated,maria380@iqvia.com,johanna@dr.com920@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in Turkey, with fields: volume, region, engagement.",s3/sales/diab_1/turkey/,s3,Active,,,Beginning of week,Weekly,Yes,diab_1_turkey_sales_z,diab_1_sales_weekly_xform,diab_1_sales_turkey_metrics_rpt,Schema change expected next quarter
US Datawarehouse,All Brands_55_Sales_weekly,All Brands 55 Sales Weekly,csv,US,All Brands,"Brand, Revenue, Units",Smith,IMS Health,ims201@iqvia.com,SAP BW,Automated,jones@dr.com797@vendor.net,johanna@dr.com59@company.com,Sales Data,Campaign Metrics,"Contains sales data for All Brands in US, with fields: region, engagement.",s3/sales/allbrands/us/,s3,Inactive,12/07/2023,Contract expired on 12/07/2023,End of Quarter,Weekly,Yes,all_brands_us_sales_z,all_brands_sales_weekly_xform,all_brands_sales_us_metrics_rpt,Schema change expected next quarter
Japan Datawarehouse,Diab_1_56_Sales_qtr,Diab 1 56 Sales Qtr,psv,Turkey,Diab_1,"TA, Brand, Revenue",Smith,Veeva,veeva140@vendor.net,IQVIA,API Pull,jones@dr.com758@dr.com,johanna@dr.com487@company.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in Turkey, with fields: ta, region, volume, engagement.",gcs/sales/diab_1/turkey/,s3,Pilot,,,End of Quarter,Biweekly,No,diab_1_turkey_sales_z,diab_1_sales_biweekly_xform,diab_1_sales_turkey_metrics_rpt,PII masked at source
Global Datawarehouse,Dermalix_57_Sales_qtr,Dermalix 57 Sales Qtr,csv,Turkey,Dermalix,"Engagement, HCP, Country, TA",Sridhar,Snowflake External,snowflake835@veeva.com,Salesforce,Manual,smith@dr.com810@vendor.net,johanna@dr.com976@company.com,Sales Data,Campaign Metrics,"Contains sales data for Dermalix in Turkey, with fields: hcp, engagement, rep.",s3/sales/dermalix/turkey/,s3,Active,,,Monthly,Biweekly,Yes,dermalix_turkey_sales_z,dermalix_sales_biweekly_xform,dermalix_sales_turkey_metrics_rpt,Backfill required for last 3 months
Global Datawarehouse,All Brands_58_Engagement_qtr,All Brands 58 Engagement Qtr,psv,Germany,All Brands,"Country, Brand, HCP, Rep",Ananya,Snowflake External,snowflake111@company.com,Veeva CRM,Automated,jones@dr.com290@dr.com,akira904@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in Germany, with fields: engagement, hcp.",adls/engagement/allbrands/germany/,s3,Inactive,03/31/2024,Contract expired on 03/31/2024,Middle of month,Quarterly,No,all_brands_germany_engagement_z,all_brands_engagement_quarterl_xform,all_brands_engagement_germany_rpt,Schema change expected next quarter
US Datawarehouse,All Brands_59_Engagement_weekly,All Brands 59 Engagement Weekly,psv,US,All Brands,"Engagement, Volume, Rep, TA, HCP",Sridhar,IQVIA,iqvia390@vendor.net,Veeva CRM,Manual,akira940@iqvia.com,chen832@vendor.net,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in US, with fields: hcp, volume, price, revenue.",adls/engagement/allbrands/us/,gcs,Inactive,04/07/2025,Contract expired on 04/07/2025,End of Quarter,Weekly,Yes,all_brands_us_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_us_metri_rpt,This file is set to expire by end of 2025
Global Datawarehouse,All Brands_60_Engagement_qtr,All Brands 60 Engagement Qtr,csv,Mexico,All Brands,"Country, Price, Engagement",Chen,IQVIA,iqvia741@vendor.net,IQVIA,Manual,smith@dr.com100@veeva.com,johanna@dr.com528@iqvia.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in Mexico, with fields: volume, price, engagement.",s3/engagement/allbrands/mexico/,s3,Inactive,03/13/2024,Contract expired on 03/13/2024,End of Quarter,Quarterly,No,all_brands_mexico_engagement_z,all_brands_engagement_quarterl_xform,all_brands_engagement_mexico_m_rpt,Backfill required for last 3 months
Japan Datawarehouse,All Brands_61_Sales_daily,All Brands 61 Sales Daily,psv,Turkey,All Brands,"HCP, Revenue, Brand, Engagement",Sridhar,AWS Data Exchange,aws104@company.com,Veeva CRM,Automated,miguel698@company.com,lakshya795@vendor.net,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in Turkey, with fields: hcp, revenue, ta, engagement.",s3/sales/allbrands/turkey/,s3,Inactive,11/03/2023,Contract expired on 11/03/2023,End of Month,Daily,Yes,all_brands_turkey_sales_z,all_brands_sales_daily_xform,,PII masked at source
Global Datawarehouse,All Brands_62_Engagement_weekly,All Brands 62 Engagement Weekly,json,Turkey,All Brands,"Country, Rep, Region",Sridhar,Veeva,veeva394@dr.com,IQVIA,API Pull,jones@dr.com301@dr.com,chen267@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in Turkey, with fields: hcp, engagement, ta, region.",s3/engagement/allbrands/turkey/,s3,Inactive,01/22/2025,Contract expired on 01/22/2025,End of week,Weekly,No,all_brands_turkey_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_turkey_m_rpt,Schema change expected next quarter
Japan Datawarehouse,OncoPro_63_Inventory_weekly,Oncopro 63 Inventory Weekly,json,Turkey,OncoPro,"Region, Units, HCP",Ananya,AWS Data Exchange,aws832@dr.com,Veeva CRM,Manual,jones@dr.com90@iqvia.com,akira332@dr.com,Inventory Data,Monthly Claims Summary,"Contains inventory data for OncoPro in Turkey, with fields: price, rep, revenue, region.",s3/inventory/oncopro/turkey/,s3,Inactive,09/04/2023,Contract expired on 09/04/2023,End of Month,Weekly,No,oncopro_turkey_inventory_z,oncopro_inventory_weekly_xform,oncopro_inventory_turkey_metri_rpt,This file is set to expire by end of 2025
Japan Datawarehouse,Diab_1_64_Claims_weekly,Diab 1 64 Claims Weekly,psv,Turkey,Diab_1,"Country, Units, Revenue",Lakshya Mishra,Snowflake External,snowflake760@dr.com,Veeva CRM,SFTP Drop,maria546@dr.com,ananya129@iqvia.com,Claims Data,Regional Sales Data,"Contains claims data for Diab_1 in Turkey, with fields: ta, engagement, rep, revenue.",s3/claims/diab_1/turkey/,s3,Inactive,04/24/2023,Contract expired on 04/24/2023,Monthly,Weekly,No,diab_1_turkey_claims_z,diab_1_claims_weekly_xform,diab_1_claims_turkey_metrics_rpt,This file is set to expire by end of 2025
EU Datawarehouse,Diab_1_65_Sales_weekly,Diab 1 65 Sales Weekly,psv,Turkey,Diab_1,"Volume, Revenue, Rep, Region, TA",Smith,Veeva,veeva399@veeva.com,IQVIA,Automated,miguel628@vendor.net,johanna@dr.com221@iqvia.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in Turkey, with fields: ta, price, region, hcp.",adls/sales/diab_1/turkey/,s3,Pilot,,,End of Quarter,Weekly,No,diab_1_turkey_sales_z,diab_1_sales_weekly_xform,diab_1_sales_turkey_metrics_rpt,Backfill required for last 3 months
Japan Datawarehouse,All Brands_66_Inventory_qtr,All Brands 66 Inventory Qtr,psv,South Korea,All Brands,"Units, Country, HCP, Engagement, Brand",Maria,Veeva,veeva206@iqvia.com,IQVIA,API Pull,jones@dr.com382@dr.com,johanna47@company.com,Inventory Data,Campaign Metrics,"Contains inventory data for All Brands in South Korea, with fields: rep, price, revenue.",adls/inventory/allbrands/southkorea/,s3,Active,,,Beginning of week,Quarterly,Yes,all_brands_south_korea_invento_z,all_brands_inventory_quarterly_xform,all_brands_inventory_south_kor_rpt,Schema change expected next quarter
Japan Datawarehouse,All Brands_67_Sales_daily,All Brands 67 Sales Daily,csv,UK,All Brands,"Volume, TA, Price, Engagement",Lakshya Mishra,Veeva,veeva192@iqvia.com,Veeva CRM,Automated,lakshya849@dr.com,miguel474@company.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in UK, with fields: volume, price, region, hcp.",s3/sales/allbrands/uk/,s3,Deprecated,07/12/2023,Replaced by new pipeline on 07/12/2023,Monthly,Daily,Yes,all_brands_uk_sales_z,all_brands_sales_daily_xform,all_brands_sales_uk_metrics_rpt,Backfill required for last 3 months
APAC Datawarehouse,Diab_1_68_Engagement_weekly,Diab 1 68 Engagement Weekly,xlsx,US,Diab_1,"Units, Price, Engagement, HCP",Sridhar,Veeva,veeva140@iqvia.com,Veeva CRM,Automated,smith@dr.com902@iqvia.com,johanna@dr.com517@iqvia.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in US, with fields: revenue, price, volume.",adls/engagement/diab_1/us/,s3,Deprecated,06/09/2024,Replaced by new pipeline on 06/09/2024,Middle of month,Weekly,Yes,diab_1_us_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_us_metrics_rpt,Backfill required for last 3 months
Global Datawarehouse,Diab_1_69_Engagement_qtr,Diab 1 69 Engagement Qtr,csv,Turkey,Diab_1,"Volume, Region, Price, Rep",Sridhar,IQVIA,iqvia439@dr.com,Veeva CRM,Automated,jones@dr.com669@company.com,johanna@dr.com987@iqvia.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Diab_1 in Turkey, with fields: volume, rep, price.",gcs/engagement/diab_1/turkey/,s3,Inactive,09/15/2023,Contract expired on 09/15/2023,Monthly,Quarterly,No,diab_1_turkey_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_turkey_metri_rpt,New processing pipeline in progress
Global Datawarehouse,Diab_1_70_Engagement_qtr,Diab 1 70 Engagement Qtr,tsv,Turkey,Diab_1,"TA, Country, Engagement",Lakshya Mishra,Snowflake External,snowflake127@iqvia.com,IQVIA,Manual,smith@dr.com924@company.com,smith605@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in Turkey, with fields: price, hcp, volume.",gcs/engagement/diab_1/turkey/,s3,Inactive,01/01/2024,Contract expired on 01/01/2024,End of Quarter,Quarterly,Yes,diab_1_turkey_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_turkey_metri_rpt,This file is set to expire by end of 2025
Global Datawarehouse,Diab_1_71_Sales_qtr,Diab 1 71 Sales Qtr,csv,US,Diab_1,"Price, Units, Region, Brand, Engagement",Ananya,Veeva,veeva796@iqvia.com,Netsuite,API Pull,miguel694@vendor.net,johanna@dr.com649@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in US, with fields: rep, engagement, region.",adls/sales/diab_1/us/,s3,Inactive,05/24/2025,Contract expired on 05/24/2025,Monthly,Quarterly,Yes,diab_1_us_sales_z,diab_1_sales_quarterly_xform,diab_1_sales_us_metrics_rpt,Schema change expected next quarter
Global Datawarehouse,Diab_1_72_Sales_qtr,Diab 1 72 Sales Qtr,csv,China,Diab_1,"Country, HCP, Units, Rep",Sridhar,IQVIA,iqvia567@vendor.net,Veeva CRM,Manual,miguel548@veeva.com,johanna@dr.com177@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in China, with fields: rep, revenue, volume.",gcs/sales/diab_1/china/,gcs,Active,,,Monthly,Quarterly,No,diab_1_china_sales_z,diab_1_sales_quarterly_xform,diab_1_sales_china_metrics_rpt,New processing pipeline in progress
Global Datawarehouse,Diab_1_73_Engagement_qtr,Diab 1 73 Engagement Qtr,psv,US,Diab_1,"Engagement, TA, HCP",Lakshya Mishra,Veeva,veeva247@dr.com,Oracle EBS,Manual,smith@dr.com118@company.com,johanna@dr.com664@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in US, with fields: volume, rep, revenue.",gcs/engagement/diab_1/us/,s3,Inactive,09/02/2023,Contract expired on 09/02/2023,Middle of month,Quarterly,Yes,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,,Backfill required for last 3 months
US Datawarehouse,Diab_1_74_Sales_weekly,Diab 1 74 Sales Weekly,csv,Turkey,Diab_1,"Engagement, HCP, Units, Revenue",Sridhar,IQVIA,iqvia630@iqvia.com,Workday,Automated,johanna199@vendor.net,johanna@dr.com339@dr.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in Turkey, with fields: hcp, engagement, volume.",s3/sales/diab_1/turkey/,s3,Active,,,Beginning of week,Weekly,Yes,diab_1_turkey_sales_z,diab_1_sales_weekly_xform,diab_1_sales_turkey_metrics_rpt,Schema change expected next quarter
Japan Datawarehouse,All Brands_75_Marketing_daily,All Brands 75 Marketing Daily,tsv,Turkey,All Brands,"Brand, Volume, Region, Country, TA",Sridhar,Snowflake External,snowflake480@veeva.com,Veeva CRM,Manual,jones@dr.com500@iqvia.com,miguel355@vendor.net,Marketing Data,Weekly Rep HCP Engagement Data,"Contains marketing data for All Brands in Turkey, with fields: volume, region, price, rep.",s3/marketing/allbrands/turkey/,s3,Deprecated,04/23/2025,Replaced by new pipeline on 04/23/2025,Monthly,Daily,No,all_brands_turkey_marketing_z,all_brands_marketing_daily_xform,all_brands_marketing_turkey_me_rpt,Backfill required for last 3 months
Japan Datawarehouse,All Brands_76_Marketing_daily,All Brands 76 Marketing Daily,psv,Turkey,All Brands,"Country, Volume, Brand, Engagement",Smith,IQVIA,iqvia903@veeva.com,Veeva CRM,Automated,smith@dr.com437@company.com,johanna@dr.com480@company.com,Marketing Data,Regional Sales Data,"Contains marketing data for All Brands in Turkey, with fields: ta, engagement.",gcs/marketing/allbrands/turkey/,s3,Active,,,Beginning of week,Daily,No,all_brands_turkey_marketing_z,all_brands_marketing_daily_xform,all_brands_marketing_turkey_me_rpt,This file is set to expire by end of 2025
Japan Datawarehouse,All Brands_77_Sales_qtr,All Brands 77 Sales Qtr,xlsx,Mexico,All Brands,"Rep, Engagement, HCP, Region",Sridhar,IQVIA,iqvia462@veeva.com,Oracle EBS,Automated,jones@dr.com433@company.com,johanna@dr.com928@dr.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in Mexico, with fields: engagement, rep, revenue, region.",gcs/sales/allbrands/mexico/,s3,Active,,,Middle of month,Quarterly,Yes,all_brands_mexico_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_mexico_metric_rpt,Schema change expected next quarter
Japan Datawarehouse,NeuroMax_78_Sales_qtr,Neuromax 78 Sales Qtr,psv,Turkey,NeuroMax,"Engagement, Revenue, Price",Lakshya Mishra,IQVIA,iqvia616@company.com,Veeva CRM,Automated,jones@dr.com406@veeva.com,johanna@dr.com943@iqvia.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for NeuroMax in Turkey, with fields: volume, revenue, region.",adls/sales/neuromax/turkey/,s3,Inactive,04/13/2025,Contract expired on 04/13/2025,Monthly,Quarterly,No,neuromax_turkey_sales_z,neuromax_sales_quarterly_xform,neuromax_sales_turkey_metrics_rpt,This file is set to expire by end of 2025
EU Datawarehouse,Respira_79_Sales_daily,Respira 79 Sales Daily,csv,US,Respira,"Region, Volume, TA, Units",Lakshya Mishra,Snowflake External,snowflake309@company.com,Workday,Manual,jones945@iqvia.com,johanna@dr.com64@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for Respira in US, with fields: price, hcp, region.",s3/sales/respira/us/,gcs,Active,,,End of Month,Daily,No,respira_us_sales_z,respira_sales_daily_xform,,PII masked at source
Global Datawarehouse,NeuroMax_80_Marketing_qtr,Neuromax 80 Marketing Qtr,psv,US,NeuroMax,"Engagement, HCP, Units",Sridhar,Veeva,veeva446@iqvia.com,Veeva CRM,Manual,jones@dr.com65@veeva.com,johanna@dr.com825@veeva.com,Marketing Data,Weekly Rep HCP Engagement Data,"Contains marketing data for NeuroMax in US, with fields: ta, hcp, price.",adls/marketing/neuromax/us/,gcs,Active,,,Beginning of week,Quarterly,No,neuromax_us_marketing_z,neuromax_marketing_quarterly_xform,neuromax_marketing_us_metrics_rpt,New processing pipeline in progress
